Num	Pinyin	IPA	Gender	Nt	F1	F2	F3	t
hen4	h\e`n	xən	F	1	494;	1613;	2679;	0.578;
heng1	hēng	xəŋ	F	1	529;	1563;	2891;	0.535;
heng2	h\e'ng	xəŋ	F	1	525;	1555;	3028;	0.713;
heng4	h\e`ng	xəŋ	F	1	491;	1560;	2976;	0.365;
hong1	hōng	xo‍n‍ɡ	F	1	566;	905;	3077;	0.421;
hong2	h\o'ng	xo‍n‍ɡ	F	1	566;	837;	3103;	0.651;
hong3	hǒng	xo‍n‍ɡ	F	1	550;	958;	2928;	0.452;
hong4	h\o`ng	xo‍n‍ɡ	F	1	619;	1034;	2964;	0.563;
hou1	hōu	xo‍u	F	2	526;486;	915;725;	3104;3134;	0.823;0.963;
hou2	h\o'u	xo‍u	F	2	550;405;	906;802;	2883;3062;	0.373;0.538;
hou3	hǒu	xo‍u	F	2	521;410;	829;849;	2817;2614;	0.670;0.971;
hou4	h\o`u	xo‍u	F	2	562;423;	812;765;	3154;2962;	0.381;0.451;
hu1	hū	xu	F	1	379;	724;	2539;	0.828;
hu2	h\u'	xu	F	1	387;	748;	2546;	0.516;
hu3	hǔ	xu	F	1	368;	735;	2631;	1.049;
hu4	h\u`	xu	F	1	385;	758;	2599;	0.796;
hua1	huā	xwɑ	F	1	824;	1186;	2216;	0.593;
hua2	hu\a'	xwɑ	F	1	902;	1192;	2921;	0.692;
hua4	hu\a`	xwɑ	F	1	840;	1157;	3041;	0.517;
huai2	hu\a'i	xu‍a‍i	F	3	428;957;322;	878;1611;1824;	2946;2403;3016;	0.622;0.822;0.947;
huai4	hu\a`i	xu‍a‍i	F	3	597;983;627;	896;1341;974;	2857;2608;2795;	0.504;0.629;0.519;
huan1	huān	xu‍an	F	2	545;1000;	904;1279;	3114;2742;	0.622;0.717;
huan2	hu\a'n	xu‍an	F	2	427;924;	931;1238;	3044;3031;	0.659;0.759;
huan3	huǎn	xu‍an	F	2	585;912;	870;1340;	3022;2581;	0.578;0.713;
huan4	hu\a`n	xu‍an	F	2	557;861;	947;1195;	2990;2894;	0.221;0.286;
huang1	huāng	xwɑŋ	F	1	760;	1122;	3088;	0.333;
huang2	hu\a'ng	xwɑŋ	F	1	860;	1154;	3097;	0.493;
huang3	huǎng	xwɑŋ	F	1	859;	1127;	3067;	0.354;
huang4	hu\a`ng	xwɑŋ	F	1	797;	1112;	2706;	0.697;
hui1	huī	xu‍e‍i	F	3	463;418;323;	1004;1947;2089;	2670;2929;2825;	0.177;0.337;0.402;
hui2	hu\i'	xu‍e‍i	F	3	434;412;329;	823;1974;1943;	2849;2960;3044;	0.293;0.608;0.653;
hui3	huǐ	xu‍e‍i	F	3	474;491;491;	853;1983;1983;	2864;2862;2862;	0.485;0.976;0.976;
hui4	hu\i`	xu‍e‍i	F	3	475;584;502;	867;2157;1235;	2741;2681;2785;	0.297;0.497;0.287;
hun1	hūn	xwu‍ən	F	2	392;504;	835;1630;	2817;2954;	0.476;0.596;
hun2	h\u'n	xwu‍ən	F	2	411;493;	781;1697;	3078;2969;	0.530;0.660;
hun3	hǔn	xwu‍ən	F	2	417;531;	873;1536;	2855;2795;	0.327;0.482;
hun4	h\u`n	xwu‍ən	F	2	402;490;	931;1698;	2742;3010;	0.333;0.443;
huo1	huō	xu‍o	F	2	439;540;	797;839;	2870;3083;	0.156;0.201;
huo2	hu\o'	xu‍o	F	2	401;558;	842;850;	2939;3065;	0.347;0.472;
huo3	huǒ	xu‍o	F	2	419;567;	828;838;	3053;3033;	0.296;0.376;
huo4	hu\o`	xu‍o	F	2	432;533;	733;837;	3170;3277;	0.189;0.264;
ji1	jī	t‍ɕi	F	1	354;	2172;	3028;	0.275;
ji2	j\i'	t‍ɕi	F	1	357;	1959;	2885;	0.465;
ji3	jǐ	t‍ɕi	F	1	294;	1715;	2855;	0.911;
ji4	j\i`	t‍ɕi	F	1	331;	1847;	3061;	0.527;
jia1	jiā	t‍ɕi‍ɑ	F	2	462;795;	2235;1399;	2936;2561;	0.313;0.463;
jia2	ji\a'	t‍ɕi‍ɑ	F	2	460;999;	2119;1631;	2699;2507;	0.153;0.233;
jia3	jiǎ	t‍ɕi‍ɑ	F	2	395;791;	2255;1421;	3213;2643;	0.213;0.706;
jia4	ji\a`	t‍ɕi‍ɑ	F	2	502;917;	2217;1342;	2867;2419;	0.332;0.437;
jian1	jiān	t‍ɕi‍ɛn	F	2	335;572;	2310;1944;	3200;2523;	0.243;0.363;
jian3	jiǎn	t‍ɕi‍ɛn	F	2	323;672;	1905;2104;	2736;2880;	0.794;0.573;
jian4	ji\a`n	t‍ɕi‍ɛn	F	2	383;611;	1710;2069;	2677;2626;	0.440;0.375;
jiang1	jiāng	t‍ɕi‍ɑŋ	F	2	298;707;	1538;1611;	2655;2632;	0.575;0.375;
jiang3	jiǎng	t‍ɕi‍ɑŋ	F	2	408;818;	2305;1510;	3306;2817;	0.355;0.510;
jiang4	ji\a`ng	t‍ɕi‍ɑŋ	F	2	501;787;	2140;1643;	3096;2779;	0.173;0.273;
jiao1	jiāo	t‍ɕjɑ‍u	F	2	765;456;	1243;996;	3140;2850;	0.337;0.437;
jiao2	ji\a'o	t‍ɕjɑ‍u	F	2	816;460;	1213;789;	2918;2474;	0.443;0.518;
jiao3	jiǎo	t‍ɕjɑ‍u	F	2	823;458;	1224;884;	3063;2586;	0.689;0.884;
jiao4	ji\a`o	t‍ɕjɑ‍u	F	2	814;813;	1202;1183;	3006;3013;	0.478;0.483;
jie1	jiē	t‍ɕi‍ɛ	F	2	352;669;	2296;1754;	3107;2762;	0.725;0.880;
jie2	ji\e'	t‍ɕi‍ɛ	F	2	365;675;	2189;1739;	3270;2593;	0.284;0.539;
jie3	jiě	t‍ɕi‍ɛ	F	2	378;680;	2345;1998;	3362;2913;	0.352;0.824;
jie4	ji\e`	t‍ɕi‍ɛ	F	2	350;664;	2301;1943;	3268;2560;	0.257;0.457;
jin1	jīn	t‍ɕin	F	1	313;	1680;	2645;	0.458;
jin3	jǐn	t‍ɕin	F	1	342;	1550;	2709;	0.586;
jin4	j\i`n	t‍ɕin	F	1	345;	1636;	2768;	0.612;
jing1	jīng	t‍ɕiŋ	F	1	295;	1633;	2744;	0.565;
jing3	jǐng	t‍ɕiŋ	F	1	364;	1714;	2978;	0.620;
jing4	j\i`ng	t‍ɕiŋ	F	1	380;	1660;	2712;	0.413;
jiong1	jiōng	t‍ɕyŋ	F	1	380;	2080;	2679;	0.593;
jiong3	jiǒng	t‍ɕyŋ	F	1	414;	1546;	2769;	0.686;
jiu1	jiū	t‍ɕi‍o‍u	F	3	389;533;457;	2223;893;882;	2872;3046;2700;	0.283;0.413;0.453;
jiu3	jiǔ	t‍ɕi‍o‍u	F	3	417;474;445;	1969;902;854;	2637;2500;2579;	0.419;0.814;0.789;
jiu4	ji\u`	t‍ɕi‍o‍u	F	3	464;529;516;	2210;885;899;	2757;2951;2904;	0.175;0.365;0.370;
ju1	jū	t‍ɕy	F	1	343;	2038;	2746;	0.431;
ju2	j\u'	t‍ɕy	F	1	355;	1727;	2788;	1.057;
ju3	jǔ	t‍ɕy	F	1	360;	2159;	2841;	0.696;
ju4	j\u`	t‍ɕy	F	1	321;	1720;	2806;	0.738;
juan1	juān	t‍ɕy‍æn	F	2	340;613;	1680;1825;	2720;2966;	0.323;0.253;
juan3	juǎn	t‍ɕy‍æn	F	2	341;635;	1591;1783;	2686;2910;	0.656;0.251;
juan4	ju\a`n	t‍ɕy‍æn	F	2	406;672;	2319;1799;	2866;2855;	0.370;0.455;
jue1	juē	t‍ɕy‍ɛ	F	2	429;683;	2211;1966;	2636;2688;	0.180;0.330;
jue2	ju\e'	t‍ɕy‍ɛ	F	2	433;667;	1983;1724;	2639;2669;	0.457;0.537;
jue4	ju\e`	t‍ɕy‍ɛ	F	2	613;690;	2354;1725;	2820;2673;	0.278;0.508;
jun1	jūn	t‍ɕy‍ən	F	2	316;446;	1759;2416;	2628;2978;	0.401;0.321;
jun3	jǔn	t‍ɕy‍ən	F	2	313;518;	1603;1655;	2682;2741;	0.616;0.651;
jun4	j\u`n	t‍ɕy‍ən	F	2	388;446;	1639;1530;	2708;2747;	0.373;0.408;
ka1	kā	k‍hɑ	F	1	810;	1235;	2654;	0.264;
ka3	kǎ	k‍hɑ	F	1	824;	1247;	1981;	0.712;
ka4	k\a`	k‍hɑ	F	1	905;	1473;	2470;	0.163;
kai1	kāi	k‍ha‍i	F	2	868;319;	1467;1700;	2594;2882;	0.214;0.416;
kai3	kǎi	k‍ha‍i	F	2	855;309;	1509;1798;	2532;2987;	0.285;0.560;
kai4	k\a`i	k‍ha‍i	F	2	843;757;	1462;1569;	2731;2903;	0.240;0.230;
kan3	kǎn	k‍han	F	1	438;	1477;	2619;	0.564;
kan4	k\a`n	k‍han	F	1	878;	1605;	2501;	0.372;
kang1	kāng	k‍hɑŋ	F	1	806;	1415;	2914;	0.166;
kang2	k\a'ng	k‍hɑŋ	F	1	476;	1238;	2789;	0.507;
kang4	k\a`ng	k‍hɑŋ	F	1	516;	1721;	3070;	0.152;
kao1	kāo	k‍hɑ‍u	F	2	811;447;	1206;880;	2842;2583;	0.601;0.786;
kao3	kǎo	k‍hɑ‍u	F	2	825;452;	1204;862;	3037;3046;	0.418;0.533;
kao4	k\a`o	k‍hɑ‍u	F	2	834;596;	1152;945;	2845;2902;	0.273;0.353;
ke1	kē	k‍ho-	F	1	517;	1506;	2800;	0.423;
ke2	k\e'	k‍ho-	F	1	598;	1266;	2824;	0.464;
ke3	kě	k‍ho-	F	1	652;	1364;	3115;	0.582;
ke4	k\e`	k‍ho-	F	1	615;	1429;	2790;	0.645;
ken3	kěn	k‍hən	F	1	504;	1771;	2962;	0.322;
ken4	k\e`n	k‍hən	F	1	477;	1770;	2726;	0.311;
keng3	kěng	k‍həŋ	F	1	494;	1681;	2938;	0.246;
kong1	kōng	k‍ho‍n‍ɡ	F	1	536;	953;	2755;	0.288;
kong3	kǒng	k‍ho‍n‍ɡ	F	1	635;	970;	2959;	0.332;
kong4	k\o`ng	k‍ho‍n‍ɡ	F	1	592;	988;	2685;	0.268;
kou1	kōu	k‍ho‍u	F	2	529;482;	884;850;	3082;2843;	0.291;0.321;
kou3	kǒu	k‍ho‍u	F	2	526;471;	941;913;	2843;2979;	0.295;0.355;
kou4	k\o`u	k‍ho‍u	F	2	523;431;	910;798;	3105;2915;	0.428;0.473;
ku1	kū	k‍hu	F	1	393;	943;	2571;	0.448;
ku3	kǔ	k‍hu	F	1	394;	744;	2987;	0.483;
ku4	k\u`	k‍hu	F	1	418;	782;	2893;	0.431;
kua1	kuā	k‍hwɑ	F	1	819;	1239;	2744;	0.296;
kua3	kuǎ	k‍hwɑ	F	1	849;	1154;	3081;	0.651;
kua4	ku\a`	k‍hwɑ	F	1	813;	1195;	2861;	0.787;
kuai1	kuāi	k‍hu‍a‍i	F	3	496;907;471;	1099;1455;2215;	3120;2876;2644;	0.625;0.760;0.850;
kuai3	kuǎi	k‍hu‍a‍i	F	3	601;846;316;	1055;1429;2201;	2878;2631;3123;	0.310;0.183;0.756;
kuai4	ku\a`i	k‍hu‍a‍i	F	3	695;904;695;	1101;1309;1101;	2825;2758;2825;	0.092;0.157;0.092;
kuan1	kuān	k‍hwan	F	1	865;	1437;	2222;	0.288;
kuan3	kuǎn	k‍hwan	F	1	924;	1327;	2957;	0.550;
kuang1	kuāng	k‍hwaŋ	F	1	839;	1421;	2866;	0.191;
kuang2	ku\a'ng	k‍hwaŋ	F	1	852;	1327;	2933;	0.495;
kuang3	kuǎng	k‍hwaŋ	F	1	875;	1254;	2726;	0.331;
kuang4	ku\a`ng	k‍hwaŋ	F	1	831;	1648;	2755;	0.705;
kui1	kuī	k‍hu‍e‍i	F	3	485;424;322;	991;1832;1875;	2779;3013;2914;	0.265;0.430;0.480;
kui2	ku\i'	k‍hu‍e‍i	F	3	490;440;319;	1088;2211;2175;	2648;2778;3000;	0.222;0.362;0.482;
kui3	kuǐ	k‍hu‍e‍i	F	3	536;379;302;	974;2105;1874;	2764;3066;3015;	0.302;0.675;0.785;
kui4	ku\i`	k‍hu‍e‍i	F	3	603;501;447;	1436;2074;2255;	2645;2803;2844;	0.252;0.412;0.472;
kun1	kūn	k‍hwu‍ən	F	2	393;487;	1188;1580;	2770;2750;	0.247;0.342;
kun3	kǔn	k‍hwu‍ən	F	2	324;503;	1304;1747;	2723;3010;	0.674;0.464;
kun4	k\u`n	k‍hwu‍ən	F	2	445;507;	1276;1628;	2690;2913;	0.285;0.395;
kuo3	kuǒ	k‍hu‍o	F	2	469;533;	823;843;	3071;3124;	0.334;0.389;
kuo4	ku\o`	k‍hu‍o	F	2	463;529;	904;877;	2865;2864;	0.255;0.265;
la1	lā	lɑ	F	1	774;	1464;	2395;	0.345;
la2	l\a'	lɑ	F	1	818;	1382;	2168;	0.439;
la3	lǎ	lɑ	F	1	759;	1446;	2393;	0.207;
la4	l\a`	lɑ	F	1	799;	1390;	2002;	0.669;
lai2	l\a'i	la‍i	F	2	876;373;	1460;1871;	2488;2984;	0.422;0.732;
lai4	l\a`i	la‍i	F	2	830;523;	1434;1467;	2473;2648;	0.474;0.459;
lan2	l\a'n	lan	F	1	886;	1677;	2380;	0.421;
lan3	lǎn	lan	F	1	846;	1614;	2711;	0.462;
lan4	l\a`n	lan	F	1	822;	1672;	2921;	0.207;
lang1	lāng	laŋ	F	1	856;	1474;	2572;	0.279;
lang2	l\a'ng	laŋ	F	1	847;	1441;	2596;	0.383;
lang3	lǎng	laŋ	F	1	862;	1390;	1938;	0.761;
lang4	l\a`ng	laŋ	F	1	856;	1466;	2459;	0.468;
lao1	lāo	lɑ‍u	F	2	876;459;	1146;872;	2936;2503;	0.428;0.558;
lao2	l\a'o	lɑ‍u	F	2	836;396;	1151;694;	3068;2506;	0.420;0.555;
lao3	lǎo	lɑ‍u	F	2	839;464;	1197;813;	2756;2973;	0.402;0.651;
lao4	l\a`o	lɑ‍u	F	2	837;521;	1180;922;	2824;2663;	0.527;0.617;
le	le	lə	F	1	492;	1759;	3096;	0.372;
le0	le	lə	F	1	492;	1759;	3096;	0.372;
le4	l\e`	lə	F	1	489;	1582;	2776;	0.189;
lei1	lēi	le‍i	F	2	431;311;	1819;1684;	3079;2804;	0.259;0.169;
lei2	l\e'i	le‍i	F	2	431;320;	1819;1731;	2808;3003;	0.479;0.781;
lei3	lěi	le‍i	F	2	428;339;	1918;1932;	2803;2973;	0.574;0.642;
lei4	l\e`i	le‍i	F	2	448;330;	1750;1771;	3174;2812;	0.200;0.115;
leng2	l\e'ng	ləŋ	F	1	535;	1662;	3054;	0.476;
leng3	lěng	ləŋ	F	1	548;	1647;	2828;	0.663;
leng4	l\e`ng	ləŋ	F	1	499;	1505;	3109;	0.167;
li1	lī	li	F	1	308;	1816;	3045;	0.763;
li2	l\i'	li	F	1	320;	1879;	3223;	0.809;
li3	lǐ	li	F	1	327;	1822;	2852;	0.513;
li4	l\i`	li	F	1	313;	1848;	3041;	0.874;
lia3	liǎ	li‍ɑ	F	2	354;941;	1813;1600;	2916;2219;	0.160;0.578;
lian2	li\a'n	li‍ɛn	F	2	306;639;	1867;2021;	2688;2573;	0.223;0.573;
lian3	liǎn	li‍ɛn	F	2	297;687;	1840;1853;	2996;2639;	0.464;0.766;
lian4	li\a`n	li‍ɛn	F	2	445;648;	2081;2035;	2731;2721;	0.380;0.590;
liang2	li\a'ng	li‍ɑŋ	F	2	353;778;	1649;1528;	2665;2476;	0.260;0.560;
liang3	liǎng	li‍ɑŋ	F	2	351;829;	1842;1502;	2862;2428;	0.506;0.816;
liang4	li\a`ng	li‍ɑŋ	F	2	292;761;	1639;1429;	2756;2520;	0.496;0.771;
liao1	liāo	ljɑ‍u	F	2	825;401;	1177;780;	2912;2647;	0.575;0.700;
liao2	li\a'o	ljɑ‍u	F	2	848;429;	1193;772;	2979;2525;	0.670;0.790;
liao3	liǎo	ljɑ‍u	F	2	824;457;	1190;842;	2827;2586;	0.679;0.814;
liao4	li\a`o	ljɑ‍u	F	2	816;616;	1170;889;	2473;2604;	0.627;0.692;
lie1	liē	li‍ɛ	F	2	335;639;	2089;1924;	2935;2588;	0.284;0.634;
lie4	li\e`	li‍ɛ	F	2	375;671;	1914;1715;	2959;2564;	0.600;0.975;
lin2	l\i'n	lin	F	1	313;	1646;	2380;	0.688;
lin3	lǐn	lin	F	1	305;	1776;	2924;	0.856;
lin4	l\i`n	lin	F	1	303;	1913;	2693;	0.173;
ling1	līng	liŋ	F	1	331;	1741;	2732;	0.140;
ling2	l\i'ng	liŋ	F	1	306;	1715;	2897;	0.406;
ling3	lǐng	liŋ	F	1	331;	1905;	3086;	0.527;
ling4	l\i`ng	liŋ	F	1	306;	1706;	2653;	0.577;
liu1	liū	li‍o‍u	F	3	285;525;461;	1652;906;778;	2639;2639;2606;	0.119;0.404;0.499;
liu2	li\u'	li‍o‍u	F	3	435;517;450;	2132;894;757;	2597;2822;2447;	0.102;0.312;0.417;
liu3	liǔ	li‍o‍u	F	3	346;517;405;	1816;955;776;	2640;2734;2628;	0.299;0.649;0.719;
liu4	li\u`	li‍o‍u	F	3	336;517;419;	1770;829;913;	2843;3075;2620;	0.365;0.690;0.740;
lo1	lō	lo	F	1	553;	933;	3133;	0.470;
long2	l\o'ng	lo‍n‍ɡ	F	1	555;	855;	3310;	0.561;
long3	lǒng	lo‍n‍ɡ	F	1	567;	924;	2556;	1.030;
long4	l\o`ng	lo‍n‍ɡ	F	1	611;	1012;	2731;	0.656;
lou1	lōu	lo‍u	F	2	518;436;	940;763;	3202;2533;	0.738;0.863;
lou2	l\o'u	lo‍u	F	2	546;390;	863;862;	3010;2234;	0.540;0.740;
lou3	lǒu	lo‍u	F	2	561;400;	859;771;	3149;2920;	0.675;0.915;
lou4	l\o`u	lo‍u	F	2	532;420;	865;759;	3169;2832;	0.532;0.592;
lu1	lū	lu	F	1	380;	792;	2717;	0.385;
lu2	l\u'	lu	F	1	420;	760;	2561;	0.504;
lu3	lǔ	lu	F	1	383;	756;	2492;	0.692;
lu4	l\u`	lu	F	1	410;	731;	2540;	0.715;
luan2	lu\a'n	lu‍an	F	2	478;864;	1011;1444;	2815;2651;	0.298;0.438;
luan3	luǎn	lu‍an	F	2	504;849;	966;1214;	2775;2873;	0.383;0.503;
luan4	lu\a`n	lu‍an	F	2	537;856;	1170;1379;	2848;2090;	0.126;0.246;
lue4	lu\e`	ly‍ɛ	F	2	378;605;	2016;1725;	2866;2802;	0.247;0.437;
lun1	lūn	lu‍ən	F	2	412;485;	1179;1608;	2827;2882;	0.300;0.385;
lun2	l\u'n	lu‍ən	F	2	395;467;	1013;1492;	2702;2575;	0.485;0.590;
lun3	lǔn	lu‍ən	F	2	415;591;	1042;1415;	2919;3094;	0.565;0.670;
lun4	l\u`n	lu‍ən	F	2	538;484;	1210;1612;	3001;2883;	0.226;0.306;
luo1	luō	lu‍o	F	2	461;531;	877;858;	2771;2984;	0.265;0.340;
luo2	lu\o'	lu‍o	F	2	398;521;	797;858;	2899;2851;	0.364;0.444;
luo3	luǒ	lu‍o	F	2	411;535;	790;879;	2591;2666;	0.337;0.397;
luo4	lu\o`	lu‍o	F	2	471;518;	944;976;	3055;3108;	0.189;0.234;
lv2	lǘ	ly	F	1	318;	1729;	2529;	0.588;
lv3	lǚ	ly	F	1	347;	1803;	2453;	0.764;
lv4	lǜ	ly	F	1	315;	1988;	2746;	0.135;
ma1	mā	mɑ	F	1	728;	1417;	2942;	0.249;
ma2	m\a'	mɑ	F	1	777;	1444;	2007;	0.423;
ma3	mǎ	mɑ	F	1	819;	1412;	1940;	0.278;
ma4	m\a`	mɑ	F	1	777;	1395;	2870;	0.251;
mai2	m\a'i	ma‍i	F	2	852;375;	1441;1516;	2288;2824;	0.238;0.508;
mai3	mǎi	ma‍i	F	2	868;274;	1421;1554;	2411;2917;	0.161;0.668;
mai4	m\a`i	ma‍i	F	2	852;293;	1524;1799;	2396;2713;	0.409;0.579;
man2	m\a'n	man	F	1	845;	1539;	2065;	0.577;
man3	mǎn	man	F	1	819;	1497;	2241;	0.304;
man4	m\a`n	man	F	1	801;	1594;	2043;	0.262;
mang2	m\a'ng	maŋ	F	1	837;	1476;	2585;	0.329;
mang3	mǎng	maŋ	F	1	849;	1410;	2847;	0.675;
mao1	māo	mɑ‍u	F	2	799;475;	1219;973;	2885;2463;	0.148;0.358;
mao2	m\a'o	mɑ‍u	F	2	821;635;	1200;810;	2964;2685;	0.357;0.452;
mao3	mǎo	mɑ‍u	F	2	819;444;	1205;1321;	2681;2738;	0.468;0.677;
mao4	m\a`o	mɑ‍u	F	2	826;645;	1217;855;	2961;2484;	0.411;0.496;
me	me	mo-	F	1	549;	1298;	2983;	0.318;
me0	me	mo-	F	1	549;	1298;	2983;	0.318;
mei2	m\e'i	me‍i	F	2	379;371;	1894;1771;	3011;3021;	0.428;0.433;
mei3	měi	me‍i	F	2	423;310;	1889;1714;	2899;2869;	0.733;0.159;
mei4	m\e`i	me‍i	F	2	476;293;	1855;1703;	2751;2869;	0.443;0.698;
men1	mēn	mən	F	1	540;	1617;	2383;	0.366;
men2	m\e'n	mən	F	1	494;	1782;	2694;	0.293;
men3	měn	mən	F	1	473;	1482;	2943;	0.188;
men4	m\e`n	mən	F	1	494;	1671;	2647;	0.460;
meng2	m\e'ng	məŋ	F	1	492;	1567;	3132;	0.564;
meng3	měng	məŋ	F	1	514;	1537;	2946;	1.083;
meng4	m\e`ng	məŋ	F	1	492;	1354;	3082;	0.285;
mi1	mī	mi	F	1	304;	1682;	2682;	0.351;
mi2	m\i'	mi	F	1	299;	1641;	2595;	0.323;
mi3	mǐ	mi	F	1	335;	1688;	3041;	0.580;
mi4	m\i`	mi	F	1	303;	1626;	2963;	0.555;
mian2	mi\a'n	mi‍ɛn	F	2	299;605;	1615;2012;	2670;2501;	0.200;0.525;
mian3	miǎn	mi‍ɛn	F	2	308;527;	1676;2214;	2784;2868;	0.497;0.647;
mian4	mi\a`n	mi‍ɛn	F	2	326;653;	1660;2009;	2595;2481;	0.507;0.737;
miao1	miāo	mjɑ‍u	F	2	738;522;	1233;939;	2560;2556;	0.737;0.812;
miao2	mi\a'o	mjɑ‍u	F	2	830;595;	1200;960;	2533;2456;	0.468;0.508;
miao3	miǎo	mjɑ‍u	F	2	524;452;	1115;1129;	2664;2678;	0.702;0.707;
miao4	mi\a`o	mjɑ‍u	F	2	807;325;	1395;1448;	2253;2665;	0.374;0.194;
mie1	miē	mi‍ɛ	F	2	331;632;	1697;1801;	2681;2870;	0.228;0.428;
mie4	mi\e`	mi‍ɛ	F	2	335;663;	1680;1997;	2585;2719;	0.172;0.452;
min2	m\i'n	min	F	1	325;	1571;	2791;	0.524;
min3	mǐn	min	F	1	326;	1683;	2673;	0.296;
ming2	m\i'ng	miŋ	F	1	323;	1837;	2767;	0.250;
ming3	mǐng	miŋ	F	1	343;	1688;	2684;	0.336;
ming4	m\i`ng	miŋ	F	1	313;	1718;	2741;	0.450;
miu1	miū	mi‍o‍u	F	3	319;516;425;	1877;957;974;	2659;2572;2568;	0.309;0.514;0.569;
miu4	mi\u`	mi‍o‍u	F	3	732;672;672;	1753;909;909;	3090;2719;2719;	0.314;0.459;0.459;
mo1	mō	mo	F	1	576;	937;	2834;	0.375;
mo2	m\o'	mo	F	1	548;	910;	2509;	0.629;
mo3	mǒ	mo	F	1	555;	849;	3103;	0.352;
mo4	m\o`	mo	F	1	653;	912;	3160;	0.524;
mou2	m\o'u	mo‍u	F	2	617;617;	855;855;	3468;3468;	0.521;0.521;
mou3	mǒu	mo‍u	F	2	459;418;	1001;1040;	2704;2656;	0.642;0.617;
mu2	m\u'	mu	F	1	402;	785;	2746;	0.425;
mu3	mǔ	mu	F	1	395;	846;	2678;	0.291;
mu4	m\u`	mu	F	1	492;	756;	2721;	0.580;
na2	n\a'	nɑ	F	1	797;	1478;	2509;	0.305;
na3	nǎ	nɑ	F	1	821;	1423;	2831;	0.815;
na4	n\a`	nɑ	F	1	947;	1505;	2895;	0.177;
nai3	nǎi	na‍i	F	2	840;326;	1550;1774;	2095;2781;	0.482;0.282;
nai4	n\a`i	na‍i	F	2	951;315;	1618;1658;	2287;2760;	0.287;0.162;
nan1	nān	nan	F	1	854;	1572;	2250;	0.659;
nan2	n\a'n	nan	F	1	775;	1572;	2247;	0.396;
nan3	nǎn	nan	F	1	832;	1614;	2162;	0.563;
nan4	n\a`n	nan	F	1	924;	1579;	2358;	0.391;
nang1	nāng	naŋ	F	1	847;	1516;	2397;	0.387;
nang2	n\a'ng	naŋ	F	1	856;	1514;	2334;	0.276;
nang3	nǎng	naŋ	F	1	856;	1526;	2539;	0.378;
nang4	n\a`ng	naŋ	F	1	855;	1448;	2155;	0.470;
nao1	nāo	nɑ‍u	F	2	807;605;	1184;760;	2699;2642;	0.422;0.502;
nao2	n\a'o	nɑ‍u	F	2	835;438;	1177;941;	3107;2594;	0.386;0.491;
nao3	nǎo	nɑ‍u	F	2	840;490;	1174;1137;	2381;2771;	0.655;0.835;
nao4	n\a`o	nɑ‍u	F	2	827;640;	1228;945;	2817;2426;	0.347;0.412;
ne	ne	nə	F	1	503;	1761;	2713;	0.223;
ne0	ne	nə	F	1	503;	1761;	2713;	0.223;
nei3	něi	ne‍i	F	2	419;343;	1916;1832;	2759;2792;	0.249;0.239;
nei4	n\e`i	ne‍i	F	2	392;380;	1897;1776;	2736;2833;	0.180;0.170;
nen4	n\e`n	nən	F	1	493;	1655;	2696;	0.424;
neng2	n\e'ng	nəŋ	F	1	499;	1664;	2805;	0.391;
ni2	n\i'	ni	F	1	380;	1912;	3027;	0.336;
ni3	nǐ	ni	F	1	327;	1863;	2748;	0.696;
ni4	n\i`	ni	F	1	333;	1760;	2758;	0.447;
nian2	ni\a'n	ni‍ɛn	F	2	366;603;	1777;2083;	2696;2799;	0.178;0.458;
