Pinyin	IPA	Gender	Nt	F1	F2	F3	t
yun1	 ʲˈy‍ən	F	2	322;483;	1712;2461;	2689;2794;	0.477;0.317;
yun2	 ʲˈy‍ən	F	2	312;423;	1677;1599;	2652;2711;	0.467;0.552;
yun3	 ʲˈy‍ən	F	2	327;479;	1733;1630;	2769;2718;	0.392;0.497;
yun4	 ʲˈy‍ən	F	2	352;388;	1579;1683;	2694;2647;	0.390;0.365;
za2	 t‍sˈɑ	F	1	823;	1257;	2498;	0.331;
zai1	 t‍sˈa‍i	F	2	871;314;	1460;1659;	2506;2918;	0.241;0.396;
zai3	 t‍sˈa‍i	F	2	937;605;	1460;1641;	2270;2698;	0.526;0.471;
zai4	 t‍sˈa‍i	F	2	870;645;	1502;1469;	2340;2626;	0.228;0.198;
zan1	 t‍sˈan	F	1	841;	1437;	2393;	0.289;
zan2	 t‍sˈan	F	1	895;	1522;	2342;	0.345;
zan4	 t‍sˈan	F	1	837;	1503;	2320;	0.343;
zang1	 t‍sˈaŋ	F	1	875;	1459;	2752;	0.361;
zang4	 t‍sˈaŋ	F	1	838;	1567;	2866;	0.276;
zao1	 t‍sˈɑ‍u	F	2	827;531;	1186;927;	2818;2561;	0.361;0.441;
zao2	 t‍sˈɑ‍u	F	2	823;489;	1213;886;	2823;2471;	0.488;0.583;
zao3	 t‍sˈɑ‍u	F	2	842;468;	1171;870;	2983;2804;	0.565;0.680;
zao4	 t‍sˈɑ‍u	F	2	859;752;	1144;1056;	2661;2532;	0.665;0.700;
ze2	 t‍sˈo-	F	1	587;	1235;	2319;	0.816;
ze4	 t‍sˈo-	F	1	670;	1446;	2881;	0.489;
zei2	 t‍sˈe‍i	F	2	433;298;	1929;1951;	2580;3074;	0.256;0.496;
zen3	 t‍sˈən	F	1	482;	1675;	2294;	0.606;
zeng1	 t‍sˈəŋ	F	1	500;	1695;	2755;	0.573;
zeng4	 t‍sˈəŋ	F	1	594;	1699;	2865;	0.274;
zha1	 t‍s.ˈɑ	F	1	824;	1253;	2551;	0.410;
zha2	 t‍s.ˈɑ	F	1	856;	1203;	2593;	0.345;
zha3	 t‍s.ˈɑ	F	1	817;	1223;	2577;	0.634;
zha4	 t‍s.ˈɑ	F	1	867;	1316;	2557;	0.464;
zhai1	 t‍s.ˈa‍i	F	2	893;382;	1509;1715;	2612;2772;	0.471;0.641;
zhai2	 t‍s.ˈa‍i	F	2	890;487;	1491;1877;	2487;3100;	0.369;0.309;
zhai3	 t‍s.ˈa‍i	F	2	873;365;	1483;2099;	2396;2953;	0.560;0.938;
zhai4	 t‍s.ˈa‍i	F	2	893;674;	1530;1717;	2466;2781;	0.284;0.249;
zhan1	 t‍s.ˈan	F	1	859;	1598;	2503;	0.417;
zhan3	 t‍s.ˈan	F	1	911;	1584;	2576;	0.325;
zhan4	 t‍s.ˈan	F	1	907;	1605;	2768;	0.366;
zhang1	 t‍s.ˈaŋ	F	1	889;	1485;	2536;	0.324;
zhang3	 t‍s.ˈaŋ	F	1	883;	1466;	2363;	0.273;
zhang4	 t‍s.ˈaŋ	F	1	888;	1324;	2583;	0.570;
zhao1	 t‍s.ˈɑ‍u	F	2	824;576;	1170;940;	2853;2619;	0.469;0.544;
zhao2	 t‍s.ˈɑ‍u	F	2	820;500;	1173;854;	2820;2636;	0.525;0.615;
zhao3	 t‍s.ˈɑ‍u	F	2	726;461;	1073;785;	2805;2604;	0.622;0.727;
zhao4	 t‍s.ˈɑ‍u	F	2	807;620;	1174;1129;	2864;2785;	0.448;0.508;
zhe1	 t‍s.ˈo-	F	1	563;	1299;	2796;	0.495;
zhe2	 t‍s.ˈo-	F	1	567;	1275;	2473;	0.694;
zhe3	 t‍s.ˈo-	F	1	506;	1370;	2798;	0.572;
zhe4	 t‍s.ˈo-	F	1	657;	1436;	2793;	0.578;
zhen1	 t‍s.ˈən	F	1	540;	1593;	2414;	0.471;
zhen3	 t‍s.ˈən	F	1	482;	1600;	2268;	0.575;
zhen4	 t‍s.ˈən	F	1	463;	1764;	2669;	0.525;
zheng1	 t‍s.ˈəŋ	F	1	542;	1948;	3000;	0.491;
zheng3	 t‍s.ˈəŋ	F	1	523;	1918;	2831;	0.364;
zheng4	 t‍s.ˈəŋ	F	1	615;	1887;	3012;	0.227;
zhi1	 t‍s.ˈi.	F	1	422;	1994;	2761;	0.668;
zhi2	 t‍s.ˈi.	F	1	424;	1935;	2988;	0.627;
zhi3	 t‍s.ˈi.	F	1	435;	2049;	3108;	0.818;
zhi4	 t‍s.ˈi.	F	1	565;	1827;	2778;	0.657;
zhong1	 t‍s.ˈo‍n‍ɡ	F	1	670;	926;	2865;	0.439;
zhong3	 t‍s.ˈo‍n‍ɡ	F	1	520;	865;	2554;	0.594;
zhong4	 t‍s.ˈo‍n‍ɡ	F	1	711;	1097;	2790;	0.552;
zhou1	 t‍s.ˈo‍u	F	2	526;465;	908;810;	3030;2866;	0.343;0.378;
zhou2	 t‍s.ˈo‍u	F	2	533;471;	877;869;	3020;3004;	0.601;0.616;
zhou3	 t‍s.ˈo‍u	F	2	500;381;	838;868;	2436;2488;	0.641;0.671;
zhou4	 t‍s.ˈo‍u	F	2	580;580;	951;951;	2810;2810;	0.607;0.607;
zhu1	 t‍s.ˈu	F	1	400;	881;	2739;	0.513;
zhu2	 t‍s.ˈu	F	1	418;	828;	2785;	0.631;
zhu3	 t‍s.ˈu	F	1	379;	734;	3031;	0.722;
zhu4	 t‍s.ˈu	F	1	413;	1075;	2902;	0.509;
zhua1	 t‍s.wˈɑ	F	1	812;	1196;	2855;	0.455;
zhua3	 t‍s.wˈɑ	F	1	817;	1157;	2794;	0.446;
zhuan1	 t‍s.ˈu‍an	F	2	448;859;	1542;1383;	2400;2723;	0.471;0.396;
zhuan3	 t‍s.ˈu‍an	F	2	305;934;	1282;1365;	2663;2774;	0.782;0.576;
zhuan4	 t‍s.ˈu‍an	F	2	633;850;	1461;1470;	2336;2758;	0.399;0.299;
zhuang1	 t‍s.wˈɑŋ	F	1	815;	1216;	2338;	0.387;
zhuang4	 t‍s.wˈɑŋ	F	1	818;	1221;	2651;	0.679;
zhui1	 t‍s.ˈu‍e‍i	F	3	306;439;307;	1722;2096;1824;	2980;2928;3011;	0.616;0.541;0.626;
zhui4	 t‍s.ˈu‍e‍i	F	3	395;417;393;	1868;1984;1881;	2827;2827;2884;	0.362;0.347;0.367;
zhun1	 t‍s.ˈu‍ən	F	2	312;483;	1603;1751;	2862;2699;	0.576;0.546;
zhun3	 t‍s.ˈu‍ən	F	2	311;503;	1317;1708;	2601;2405;	0.815;0.680;
zhuo1	 t‍s.ˈu‍o	F	2	542;549;	962;952;	3058;3089;	0.471;0.476;
zhuo2	 t‍s.ˈu‍o	F	2	443;525;	1008;938;	2893;2869;	0.454;0.494;
zi1	 t‍sˈi̪	F	1	424;	1839;	2393;	0.640;
zi3	 t‍sˈi̪	F	1	425;	1932;	2657;	0.583;
zi4	 t‍sˈi̪	F	1	437;	1902;	3271;	0.477;
zong1	 t‍sˈo‍n‍ɡ	F	1	513;	1055;	2862;	0.480;
zong3	 t‍sˈo‍n‍ɡ	F	1	567;	1042;	2815;	0.489;
zong4	 t‍sˈo‍n‍ɡ	F	1	693;	1171;	2743;	0.327;
zou3	 t‍sˈo‍u	F	2	534;444;	890;749;	3038;2695;	0.784;0.859;
zou4	 t‍sˈo‍u	F	2	535;506;	944;970;	2665;2843;	0.628;0.653;
zu1	 t‍sˈu	F	1	452;	884;	2840;	0.364;
zu2	 t‍sˈu	F	1	392;	827;	2563;	0.688;
zu4	 t‍sˈu	F	1	421;	984;	2842;	0.668;
zuan1	 t‍sˈu‍an	F	2	413;773;	1373;1424;	2341;2431;	0.790;0.740;
zuan4	 t‍sˈu‍an	F	2	667;845;	1278;1556;	2911;2187;	0.486;0.576;
zui3	 t‍sˈu‍e‍i	F	3	538;428;301;	1412;1593;2050;	2728;2712;2852;	0.481;0.446;0.796;
zui4	 t‍sˈu‍e‍i	F	3	577;426;341;	1690;2080;2053;	2840;2860;2878;	0.360;0.515;0.540;
zun1	 t‍sˈu‍ən	F	2	339;528;	1506;1636;	2825;2754;	0.542;0.527;
zun3	 t‍sˈu‍ən	F	2	445;507;	1276;1620;	2608;2243;	0.440;0.550;
zuo1	 t‍sˈu‍o	F	2	523;538;	942;925;	2988;3014;	0.680;0.690;
zuo2	 t‍sˈu‍o	F	2	455;524;	921;919;	2865;2967;	0.602;0.632;
zuo3	 t‍sˈu‍o	F	2	483;520;	813;808;	2937;2968;	0.444;0.464;
zuo4	 t‍sˈu‍o	F	2	569;569;	919;919;	3079;3079;	0.359;0.359;
